dt,roc_auc_score,accuracy,precision,recall,f1_score,hit_ratio_k,ndcg_k,model
2023-07-01,0.5465085671390972,0.9887755072439743,0.03004930638899367,0.0644129578841044,0.015517734668439153,0.032814428665880024,0.011509385043881656,random_forest
2023-07-02,0.5131419560351248,0.9889345645965576,0.007249380115966425,0.00711055802804409,0.002444532048162208,0.035790646300807465,0.003268142788561887,random_forest
2023-07-03,0.5182154616015547,0.9882856346000538,0.04790612665071217,0.006081027717443,0.010303765856881317,0.06975177473560826,0.020025615336351936,random_forest
2023-07-04,0.5399821434234384,0.9887383874096275,0.025290808997127184,0.052206932600700355,0.01682659149661517,0.01515001049931446,0.0018965840102643826,random_forest
2023-07-05,0.5365786795111531,0.9883815884615571,0.024557916407620242,0.03469407267332638,0.002938119796351555,0.06436772728425191,0.008109786273583837,random_forest
2023-07-06,0.5155029264551252,0.987902405404071,0.037848765547289664,0.06907152196852118,0.001049671268851352,0.03813908642388467,0.027892201484980315,random_forest
2023-07-07,0.5401075150304845,0.9870033714879526,0.025200264898871384,0.09064035342291071,0.014861473977727835,0.02151029566145181,0.0011104665943133373,random_forest
2023-07-08,0.545722096443964,0.9878355368009286,0.043120471509393465,0.012830580074809517,0.015011559139769913,0.059319147120739935,0.011261114667398072,random_forest
2023-07-09,0.5224957498221174,0.9870135283981197,0.04509456805813927,0.009929355723513346,0.01909904557710276,0.0036825324446530974,0.029193782996381486,random_forest
2023-07-10,0.517775054518968,0.9873026992937016,0.018296155625965035,0.054049472243416025,0.020597661637881678,0.0870682370488054,0.009473961129610308,random_forest
2023-07-11,0.5403369552414035,0.9878592116518923,0.026964739136435448,0.08067879992619431,0.028032978395391015,0.034996846763181946,0.009488148315216162,random_forest
2023-07-12,0.5000880877236962,0.9883528723960125,0.027597689802109734,0.09562543884012778,0.0018794002909707597,0.06771170823398676,0.02287579488100608,random_forest
2023-07-13,0.49772792925280257,0.9872112194850227,0.005466901728803847,0.02778732040076234,0.023875401203863354,0.09465594310182918,0.018628407913339702,random_forest
2023-07-14,0.5010023715382667,0.9876241498237806,0.025279781873978713,0.03754658124779353,0.024329591536194843,0.01970224717364909,0.02592896686210583,random_forest
