dt,roc_auc_score,accuracy,precision,recall,f1_score,hit_ratio_k,ndcg_k,model
<<<<<<< HEAD
2023-07-01,0.5219530981142346,0.9888876036707086,0.046008286740347994,0.01439951205315605,0.011724765494146168,0.03314629307418811,0.017736310230211254,random_forest
2023-07-02,0.543348052565794,0.9883714616176277,0.001071214165276818,0.0871822250229275,0.008489191029410714,0.059650023156257406,0.009406399910387732,random_forest
2023-07-03,0.5451566160476383,0.9881959452145187,0.012385752174488236,0.0022797349220167297,0.004337622181293015,0.09097161493705154,0.02326032517716605,random_forest
2023-07-04,0.49960758355318846,0.987086652480909,0.01939221749903384,0.03143241603386843,0.0004947180642383453,0.07678479956362898,0.007691242722315056,random_forest
2023-07-05,0.5125957874716858,0.9870005825216123,0.04435221085193583,0.08622241669192847,0.005289506440133274,0.08625604473663712,0.009727738357686743,random_forest
2023-07-06,0.5413910007161333,0.9888453051926855,0.012113936958892929,0.08435566312316595,0.004319008842812659,0.05223677781742262,0.00959251708121329,random_forest
2023-07-07,0.5496619161697539,0.9874129990206177,0.047053332900499234,0.05342858685696436,0.0039642034799956824,0.08263952076891362,0.012442368143513082,random_forest
2023-07-08,0.5242444038497908,0.9883501738377414,0.02242937919670418,0.0876650925604878,0.02035303015407128,0.0034651778099558106,0.019016680526573685,random_forest
2023-07-09,0.4948976857944583,0.9883461888966157,0.012961335691076154,0.01950753967875245,0.021927237409929953,0.06220424616116519,0.02317578575717514,random_forest
2023-07-10,0.5352331277990235,0.9873408523968386,0.005865817592467626,0.08680206602378515,0.015825586598167695,0.03904461981726792,0.004465172660167811,random_forest
2023-07-11,0.49000059506847554,0.9888223185695679,0.037102051371177835,0.0067583706745262375,0.013244679695655102,0.08217880536729841,0.0288868204641205,random_forest
2023-07-12,0.5446539700234339,0.9880335168158692,0.04733213018127107,0.021067022832593443,0.005703368058355241,0.06173540198600337,0.0251142762839797,random_forest
2023-07-13,0.5417977230882389,0.9877000352016869,0.01070764605769361,0.04538923514162953,0.020733192463984734,0.05349554530853078,0.0038980072547830876,random_forest
2023-07-14,0.493664991798747,0.9888097606415507,0.037868270094518486,0.05992528305732875,0.02097477280662732,0.05583609852279923,0.018859345998709167,random_forest
2023-07-15,0.5331889546559851,0.9879682735263147,0.04508962362524461,0.0433772475707369,0.022643904752145286,0.004162520672637871,0.003364317854377494,random_forest
